COMPANY,TYPENAME,RAM,OS,WEIGHT,PRICE,IPS,TOUCHSCREEN,PIXELS_PI,CLOCK_SPEED,PROCESSOR,HDD,SSD,GPU COMPANY
HP,Gaming,12,Windows,3.78,1563.0800000000002,1,0,127.33567457123111,2.8,Intel Core i7,1000,0,Nvidia
Lenovo,Ultrabook,12,Windows,1.4,1709.3600000000001,1,0,209.8006828649808,2.6,Intel Core i7,0,256,Intel
HP,2 in 1 Convertible,8,Windows,1.29,1839.0800000000002,1,1,331.2642361026012,1.8,Intel Core i7,0,512,Intel
HP,Notebook,8,Windows,1.9,1061.68,0,0,141.21199808219862,2.5,Intel Core i5,500,0,AMD
Google,Ultrabook,8,Other OS,1.1,1173.0,0,1,234.50740003017813,1.2,Intel Core i5,0,128,Intel
Dell,Ultrabook,8,Windows,1.42,1694.502,0,1,165.6321180513006,1.6,Intel Core i5,0,256,Intel
Asus,Notebook,12,Windows,2.06,1195.0800000000002,1,0,282.42399616439724,2.6,Intel Core i7,1000,128,Intel
Dell,Notebook,8,Windows,1.79,680.8000000000001,0,0,111.93520355955211,2.3,Intel Core i3,0,128,Intel
Dell,Workstation,8,Windows,1.78,2215.36,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,8,Windows,1.7,1254.88,0,0,157.3505121487356,2.5,Intel Core i5,0,180,Intel
Dell,Notebook,8,Windows,2.2,621.0,0,0,141.21199808219862,1.6,Intel Core i5,1000,0,AMD
Toshiba,Notebook,8,Windows,1.05,1538.24,1,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel
Dell,Notebook,8,Windows,2.16,1161.04,1,0,141.21199808219862,1.8,Intel Core i7,0,512,Nvidia
Dell,Notebook,4,Windows,2.18,539.672,0,0,100.45466986113651,2.4,Intel Core i3,1000,0,Intel
HP,Notebook,4,Windows,1.49,667.9200000000001,1,0,165.6321180513006,1.6,Intel Core i5,0,128,Intel
Chuwi,Notebook,4,Windows,1.89,228.98800000000003,0,0,141.21199808219862,1.44,Other Intel Processor,0,0,Intel
Lenovo,Notebook,4,Windows,2.3,519.8000000000001,0,0,100.45466986113651,2.0,Intel Core i3,0,128,Intel
Lenovo,Notebook,8,Windows,1.75,965.08,1,0,157.3505121487356,1.6,Intel Core i5,0,256,Intel
Dell,Workstation,16,Windows,2.17,2150.96,1,0,141.21199808219862,2.7,Intel Core i7,0,512,Nvidia
Dell,Notebook,16,Windows,2.06,1747.0800000000002,0,0,141.21199808219862,2.8,Intel Core i7,0,512,Nvidia
Lenovo,Ultrabook,16,Windows,1.36,1654.16,1,0,176.23257360658386,2.7,Intel Core i7,0,512,Intel
Asus,Ultrabook,16,Windows,0.91,1794.0,0,0,176.23257360658386,2.7,Intel Core i7,0,512,Intel
Lenovo,Notebook,8,Windows,2.3,931.0308,1,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia
Toshiba,Ultrabook,32,Windows,1.05,2575.08,0,1,165.6321180513006,2.7,Intel Core i7,0,512,Intel
Asus,Gaming,8,Windows,1.99,1242.0,0,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia
Acer,Notebook,8,Windows,2.2,532.6800000000001,0,0,100.45466986113651,2.5,AMD Processor,1000,0,AMD
Asus,Gaming,24,Windows,4.33,1167.48,1,1,127.33567457123111,2.6,Intel Core i7,1000,256,Nvidia
Lenovo,Ultrabook,8,Windows,1.3,1011.08,1,0,125.36742798669837,2.3,Intel Core i5,0,180,Intel
Lenovo,Notebook,8,Windows,2.17,826.988,0,0,141.21199808219862,1.8,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,1.48,1609.0800000000002,0,0,157.3505121487356,2.8,Intel Core i7,0,1000,Intel
Lenovo,Notebook,8,Windows,1.4,873.08,1,0,165.6321180513006,2.4,Intel Core i3,0,256,Intel
Lenovo,Notebook,8,Windows,2.3,838.12,1,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel
Asus,Netbook,4,Windows,1.2,312.8,0,0,135.0942111925629,1.1,Other Intel Processor,0,0,Intel
HP,Notebook,8,Windows,1.91,569.4708,0,0,100.45466986113651,2.5,Intel Core i5,0,256,AMD
Lenovo,2 in 1 Convertible,8,Windows,1.4,1471.0800000000002,1,1,158.48253022174808,1.6,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.1,275.08,0,0,111.93520355955211,1.1,Other Intel Processor,500,0,Intel
Lenovo,Netbook,4,Other OS,1.25,243.8,0,0,135.0942111925629,1.6,Other Intel Processor,0,16,Intel
Lenovo,Notebook,8,Windows,1.44,873.08,0,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel
Asus,Notebook,8,Windows,2.0,1126.0800000000002,0,0,141.21199808219862,2.7,Intel Core i7,1000,256,Intel
Acer,Notebook,4,Windows,2.2,563.96,1,0,141.21199808219862,1.6,Intel Core i5,1000,0,Nvidia
HP,Ultrabook,8,Windows,1.34,1217.16,1,0,165.6321180513006,2.7,Intel Core i7,0,512,Intel
Lenovo,Gaming,8,Other OS,2.4,1057.0800000000002,1,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia
Dell,Ultrabook,8,Windows,1.29,827.08,1,1,165.6321180513006,2.5,Intel Core i5,0,128,Intel
Acer,Notebook,4,Windows,2.2,587.88,0,0,141.21199808219862,2.7,Intel Core i7,500,0,Nvidia
Dell,Notebook,8,Windows,2.18,769.12,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel
Dell,Notebook,16,Windows,2.2,1121.7008,0,0,141.21199808219862,1.8,Intel Core i7,2000,256,AMD
Xiaomi,Notebook,16,Other OS,1.95,1287.9540000000002,1,0,141.21199808219862,1.8,Intel Core i7,0,256,Nvidia
Asus,Netbook,2,Windows,1.1,225.4,0,0,135.0942111925629,1.1,Other Intel Processor,0,0,Intel
HP,Notebook,4,Windows,2.04,479.7524,0,1,100.45466986113651,1.6,Intel Core i5,1000,0,Intel
Asus,Gaming,24,Windows,2.24,2730.56,0,0,141.21199808219862,2.8,Intel Core i7,0,512,Nvidia
HP,Notebook,8,Windows,2.04,817.88,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia
Asus,Gaming,16,Windows,3.0,1383.68,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia
Lenovo,Gaming,8,Windows,3.2,1287.0800000000002,1,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia
HP,Ultrabook,8,Windows,1.32,1287.0800000000002,1,0,165.6321180513006,2.7,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows,1.64,1177.3516,0,0,157.3505121487356,2.6,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,1.63,633.88,0,0,100.45466986113651,2.0,Intel Core i3,0,128,Intel
Dell,Notebook,8,Other OS,2.8,817.88,1,0,127.33567457123111,1.6,Intel Core i5,1000,128,AMD
Lenovo,Notebook,8,Windows,2.02,1232.8,0,0,157.3505121487356,2.3,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.2,735.08,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,8,Other OS,2.2,422.28000000000003,0,0,100.45466986113651,2.0,Intel Core i3,2000,0,Nvidia
Dell,Notebook,4,Windows,2.3,538.2,0,0,141.21199808219862,2.5,Intel Core i5,500,0,AMD
Dell,Notebook,8,Windows,1.9,1266.8400000000001,0,0,141.21199808219862,2.8,Intel Core i5,0,256,Intel
Dell,Gaming,16,Windows,4.42,2771.7484,1,0,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia
Toshiba,Notebook,8,Windows,2.0,791.2,1,0,141.21199808219862,2.5,Intel Core i5,500,0,Intel
Asus,Notebook,8,Windows,2.0,1195.0800000000002,1,0,282.42399616439724,2.7,Intel Core i7,1000,256,Nvidia
Mediacom,Notebook,4,Windows,1.2,339.48,1,0,165.6321180513006,1.1,Other Intel Processor,0,32,Intel
Asus,Gaming,8,Windows,2.3,1517.0800000000002,1,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia
Dell,Notebook,8,Windows,1.93,1259.48,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia
Dell,Notebook,8,Windows,2.2,733.6172,0,0,141.21199808219862,1.6,Intel Core i5,0,256,AMD
HP,Notebook,4,Windows,1.86,367.0708,0,0,141.21199808219862,1.6,Other Intel Processor,0,256,Intel
HP,Gaming,12,Windows,2.62,1655.0800000000002,0,0,127.33567457123111,2.8,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,8,Windows,1.87,790.2800000000001,1,0,157.3505121487356,2.7,Intel Core i7,0,256,Nvidia
Dell,Ultrabook,8,Windows,1.2,1287.0800000000002,0,1,276.053530085501,1.8,Intel Core i7,0,256,Intel
Dell,Notebook,4,Windows,1.6,677.0004,0,0,157.3505121487356,2.0,Intel Core i3,0,128,Intel
HP,Ultrabook,8,Windows,1.34,1053.4,1,0,276.053530085501,2.7,Intel Core i7,0,256,Intel
Acer,Gaming,8,Other OS,2.4,734.1600000000001,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia
Asus,Notebook,4,Windows,2.0,321.08000000000004,0,0,100.45466986113651,1.8,AMD Processor,500,0,AMD
HP,Notebook,4,Windows,2.1,649.0600000000001,0,0,141.21199808219862,2.4,Intel Core i3,0,128,Intel
Lenovo,Notebook,4,Windows,1.87,722.2,0,0,157.3505121487356,2.5,Intel Core i5,500,0,Intel
Lenovo,Notebook,4,Other OS,2.15,425.362,0,0,141.21199808219862,2.3,Intel Core i5,1000,0,Intel
HP,Notebook,4,Windows,1.86,365.24,0,0,141.21199808219862,2.0,Intel Core i3,500,0,Intel
Lenovo,Notebook,8,Windows,1.99,1590.68,1,0,141.21199808219862,2.7,Intel Core i7,0,512,Intel
Lenovo,Notebook,4,Windows,2.2,459.08000000000004,0,0,141.21199808219862,2.0,Intel Core i3,0,128,Intel
Dell,Notebook,8,Windows,1.9,1027.6308000000001,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel
Dell,Gaming,16,Windows,4.42,2483.08,1,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia
HP,Notebook,8,Windows,2.65,500.618,0,0,106.11306214269258,2.0,Intel Core i3,1000,0,Intel
HP,Notebook,8,Windows,2.63,1177.6000000000001,0,0,127.33567457123111,2.7,Intel Core i7,1000,0,Nvidia
Asus,Notebook,4,Other OS,2.0,206.08,0,0,100.45466986113651,1.1,Other Intel Processor,500,0,Intel
Mediacom,Notebook,4,Windows,1.35,234.60000000000002,1,0,165.6321180513006,1.44,Other Intel Processor,0,0,Intel
Lenovo,Notebook,6,Windows,2.8,873.08,0,0,106.11306214269258,2.7,Intel Core i7,1000,128,Nvidia
HP,Notebook,6,Windows,1.91,523.388,1,0,141.21199808219862,2.5,AMD Processor,0,128,AMD
Dell,Notebook,4,Windows,2.18,568.468,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,AMD
Acer,2 in 1 Convertible,4,Windows,1.25,321.08000000000004,1,1,189.90579052433606,2.0,Other Intel Processor,0,0,Intel
Lenovo,Notebook,4,Windows,2.05,579.6,0,0,141.21199808219862,2.7,Intel Core i3,0,128,Intel
HP,Ultrabook,16,Windows,1.16,1807.8000000000002,1,1,276.053530085501,1.2,Other Intel Processor,0,512,Intel
Lenovo,Notebook,8,Windows,3.4,2759.08,1,0,127.33567457123111,2.8,Intel Core i7,0,256,Nvidia
Asus,Notebook,8,Windows,2.5,771.88,0,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia
Dell,Ultrabook,8,Windows,1.21,1471.0800000000002,1,1,331.2642361026012,1.6,Intel Core i5,0,128,Intel
Dell,Notebook,4,Windows,1.93,882.2800000000001,0,0,100.45466986113651,2.6,Intel Core i5,500,0,Intel
Fujitsu,Notebook,8,Windows,2.2,679.88,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,Intel
Lenovo,Notebook,4,Windows,2.2,316.48,0,0,141.21199808219862,1.1,Other Intel Processor,500,0,Intel
Lenovo,Notebook,4,Windows,2.02,910.8000000000001,0,0,111.93520355955211,2.5,Intel Core i5,500,0,Intel
HP,Workstation,8,Windows,3.14,1712.1108000000002,0,0,106.11306214269258,2.8,Intel Core i5,500,0,Nvidia
HP,Notebook,8,Windows,1.94,357.88,0,0,111.93520355955211,1.6,Other Intel Processor,2000,0,Intel
HP,Notebook,6,Windows,1.95,597.08,1,0,141.21199808219862,3.0,AMD Processor,0,256,AMD
Lenovo,Notebook,8,Windows,2.3,763.6,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.05,630.2,0,0,141.21199808219862,1.6,Intel Core i5,500,0,Intel
Mediacom,Notebook,4,Windows,1.4,229.08,0,0,157.3505121487356,1.44,Other Intel Processor,0,32,Intel
Toshiba,Ultrabook,16,Windows,1.24,1715.8000000000002,0,1,157.3505121487356,2.7,Intel Core i7,0,512,Intel
Lenovo,Gaming,32,Windows,4.6,2449.96,1,0,127.33567457123111,2.7,Intel Core i7,1000,256,Nvidia
MSI,Gaming,16,Windows,4.14,2510.6800000000003,0,0,127.33567457123111,2.9,Intel Core i7,1000,512,Nvidia
Dell,Notebook,8,Other OS,2.2,689.0892,0,0,141.21199808219862,2.7,Intel Core i7,0,256,AMD
Mediacom,Notebook,4,Windows,1.45,357.88,1,0,157.3505121487356,1.1,Other Intel Processor,0,32,Intel
Dell,Notebook,8,Windows,1.9,927.8384,0,0,100.45466986113651,2.6,Intel Core i5,500,0,Intel
HP,Notebook,4,Windows,1.49,661.48,0,0,165.6321180513006,2.4,Intel Core i3,0,128,Intel
Dell,Notebook,16,Windows,1.93,1414.3988000000002,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia
Dell,Netbook,4,Other OS,1.26,271.40000000000003,0,0,135.0942111925629,1.6,Other Intel Processor,0,0,Intel
MSI,Gaming,16,Windows,4.5,2161.08,0,0,127.33567457123111,2.7,Intel Core i7,1000,128,Nvidia
HP,Gaming,16,Windows,3.78,1378.16,1,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia
Lenovo,Ultrabook,12,Windows,1.4,1539.16,1,0,157.3505121487356,2.6,Intel Core i7,0,256,Intel
Lenovo,Notebook,12,Windows,2.2,560.28,0,1,100.45466986113651,1.8,Intel Core i7,1000,0,Intel
Asus,Gaming,8,Windows,2.73,1628.4,1,0,127.33567457123111,2.5,Intel Core i5,1000,128,Nvidia
Asus,2 in 1 Convertible,8,Windows,2.2,679.88,0,1,100.45466986113651,2.5,Intel Core i5,1000,0,Intel
Lenovo,Notebook,12,Windows,2.2,873.08,0,0,141.21199808219862,3.6,AMD Processor,0,512,AMD
Dell,2 in 1 Convertible,4,Windows,1.39,554.76,0,1,135.0942111925629,1.0,Other Intel Processor,0,128,Intel
Samsung,Notebook,16,Windows,2.5,1563.0800000000002,0,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,4,Other OS,2.8,486.68,0,0,127.33567457123111,2.0,Intel Core i3,500,0,Intel
Lenovo,Notebook,8,Windows,2.29,422.28000000000003,0,0,100.45466986113651,2.3,Intel Core i3,1000,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.37,1863.0,1,1,165.6321180513006,2.7,Intel Core i7,0,512,Intel
Lenovo,Notebook,8,Windows,1.7,1356.0800000000002,1,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel
Dell,2 in 1 Convertible,8,Windows,1.34,1536.4,0,1,176.23257360658386,2.5,Intel Core i5,0,256,Intel
Dell,Workstation,8,Windows,2.06,1621.96,0,1,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia
HP,Notebook,8,Windows,1.84,1121.48,0,0,141.21199808219862,2.7,Intel Core i7,0,256,Intel
HP,Notebook,4,Windows,2.1,615.0016,0,0,100.45466986113651,2.4,Intel Core i3,500,0,Intel
Acer,Notebook,4,Windows,1.6,302.68,0,0,157.3505121487356,1.1,Other Intel Processor,0,0,Intel
MSI,Gaming,16,Windows,4.14,2023.0800000000002,0,0,127.33567457123111,2.7,Intel Core i7,1000,128,Nvidia
Dell,Notebook,4,Other OS,2.18,427.8,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,AMD
MSI,Gaming,16,Windows,1.8,2115.08,0,0,282.42399616439724,2.8,Intel Core i7,2000,256,Nvidia
Toshiba,Notebook,8,Windows,2.2,1287.0800000000002,1,0,141.21199808219862,2.5,Intel Core i7,0,256,Intel
Lenovo,Notebook,6,Windows,2.4,518.88,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,2.0,1195.0800000000002,1,1,141.21199808219862,2.8,Intel Core i7,0,256,Intel
Acer,Notebook,4,Windows,1.6,321.08000000000004,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel
Lenovo,Notebook,32,Windows,2.5,4507.08,1,0,282.42399616439724,3.1,Other Intel Processor,0,1000,Nvidia
Dell,Gaming,16,Windows,2.59,808.6892,0,0,141.21199808219862,2.6,Intel Core i7,1000,0,Nvidia
Dell,Notebook,4,Other OS,2.18,408.388,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,Intel
Dell,Notebook,4,Other OS,2.25,330.28000000000003,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,Intel
Dell,Notebook,4,Other OS,1.93,799.48,0,0,100.45466986113651,2.6,Intel Core i5,500,0,Intel
Asus,Gaming,8,Windows,3.0,1074.56,0,0,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia
Dell,Notebook,4,Other OS,2.18,523.48,0,0,141.21199808219862,2.5,Intel Core i5,0,128,AMD
HP,Ultrabook,8,Windows,1.84,1277.88,0,0,141.21199808219862,2.7,Intel Core i7,0,512,Intel
MSI,Gaming,16,Windows,2.94,2086.4312,0,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia
Acer,2 in 1 Convertible,4,Other OS,1.25,348.68,1,1,135.0942111925629,1.6,Other Intel Processor,0,0,Intel
HP,Notebook,8,Windows,2.31,1034.0800000000002,0,0,111.93520355955211,2.6,Intel Core i5,0,256,Intel
Lenovo,Notebook,8,Windows,1.65,1347.8,0,0,157.3505121487356,2.3,Intel Core i5,0,256,Intel
Dell,Notebook,4,Windows,2.2,713.9200000000001,0,0,141.21199808219862,1.6,Intel Core i5,1000,0,AMD
Fujitsu,Notebook,8,Windows,2.2,735.08,0,0,100.45466986113651,2.5,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,1.88,857.44,0,0,100.45466986113651,2.3,Intel Core i5,500,0,Intel
Lenovo,Notebook,8,Windows,2.2,827.08,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,Nvidia
Mediacom,Notebook,2,Windows,1.4,219.88,0,0,157.3505121487356,1.44,Other Intel Processor,0,0,Intel
Lenovo,Notebook,4,Other OS,2.2,430.56,0,0,141.21199808219862,2.5,Intel Core i5,0,128,Intel
Asus,2 in 1 Convertible,6,Windows,1.5,587.8892000000001,0,1,165.6321180513006,2.5,Intel Core i5,1000,0,Intel
Dell,Notebook,8,Windows,2.0,1674.4,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia
Asus,Ultrabook,16,Windows,1.1,1748.0,0,0,157.3505121487356,2.7,Intel Core i7,0,512,Intel
Dell,Gaming,16,Windows,2.62,1360.68,0,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,4,Windows,1.8,762.6800000000001,0,0,141.21199808219862,1.6,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.2,532.6800000000001,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,Nvidia
Asus,Notebook,8,Windows,2.0,367.08000000000004,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel
Asus,Notebook,8,Windows,1.99,834.0904,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia
Dell,Ultrabook,8,Windows,1.23,1719.48,0,1,276.053530085501,1.6,Intel Core i5,0,256,Intel
Lenovo,Notebook,2,Windows,1.42,229.08,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.37,1616.8264000000001,1,1,165.6321180513006,2.7,Intel Core i7,0,256,Intel
Dell,Notebook,16,Windows,2.06,2207.08,0,1,282.42399616439724,2.8,Intel Core i7,0,1000,Nvidia
Lenovo,Gaming,8,Windows,2.5,1020.2800000000001,1,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia
HP,Notebook,8,Windows,2.6,479.228,0,0,107.98564559226952,3.0,AMD Processor,1000,0,AMD
Lenovo,Ultrabook,16,Windows,1.14,2254.0,1,0,157.3505121487356,2.7,Intel Core i7,0,512,Intel
Asus,Gaming,8,Other OS,2.5,1075.48,1,0,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia
Acer,Notebook,4,Windows,2.4,414.0,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Intel
Lenovo,Notebook,4,Windows,1.43,252.08,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel
Acer,Ultrabook,8,Windows,1.8,845.48,1,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel
Razer,Gaming,16,Windows,1.95,2391.08,0,0,157.3505121487356,2.8,Intel Core i7,0,256,Nvidia
Toshiba,Notebook,8,Windows,1.2,1115.96,0,0,165.6321180513006,2.3,Intel Core i5,0,256,Intel
Lenovo,Ultrabook,8,Windows,1.36,1457.28,1,0,176.23257360658386,2.7,Intel Core i7,0,256,Intel
Asus,Gaming,32,Windows,3.8,2575.08,1,0,127.33567457123111,2.7,Intel Core i7,0,512,Nvidia
Acer,Gaming,8,Other OS,2.4,652.28,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia
Dell,Ultrabook,8,Windows,1.2,1333.9080000000001,0,0,165.6321180513006,1.6,Intel Core i5,0,256,Intel
MSI,Gaming,8,Windows,2.2,1096.456,0,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia
HP,Notebook,4,Other OS,1.86,335.70799999999997,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Intel
Toshiba,Notebook,8,Windows,2.0,978.88,1,0,141.21199808219862,2.5,Intel Core i5,500,0,Intel
Dell,Notebook,8,Windows,2.2,845.48,0,0,141.21199808219862,1.8,Intel Core i7,0,256,AMD
Dell,Notebook,16,Windows,2.2,1044.2,0,0,141.21199808219862,1.8,Intel Core i7,2000,256,AMD
Lenovo,Gaming,8,Windows,3.31,1100.32,1,0,141.21199808219862,2.6,Intel Core i7,1000,128,Nvidia
Dell,Gaming,32,Windows,4.42,2895.5804,1,0,254.67134914246222,2.8,Intel Core i7,1000,512,Nvidia
Dell,Notebook,8,Windows,1.56,1130.68,0,0,157.3505121487356,2.4,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.2,385.48,0,0,100.45466986113651,1.1,Other Intel Processor,500,0,Intel
Lenovo,Notebook,4,Windows,2.2,492.20000000000005,0,0,141.21199808219862,2.3,Intel Core i5,500,0,Intel
HP,Notebook,6,Windows,2.04,495.88,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,AMD
MSI,Gaming,8,Windows,2.7,1367.8284,0,0,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia
Toshiba,Notebook,4,Windows,2.1,458.16,0,0,100.45466986113651,2.1,Intel Core i3,0,128,Intel
Dell,Notebook,8,Windows,2.06,878.6,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel
HP,Notebook,8,Windows,2.1,685.4,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,AMD
Toshiba,Notebook,8,Windows,2.0,1157.3600000000001,1,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel
Acer,Notebook,4,Other OS,2.1,379.04,0,0,100.45466986113651,2.0,Intel Core i3,0,128,Intel
Microsoft,Ultrabook,8,Windows,1.252,1718.422,0,1,200.84255993695703,2.8,Intel Core i7,0,256,Intel
Lenovo,Notebook,8,Windows,1.9,752.5140000000001,0,0,141.21199808219862,2.5,Intel Core i5,1000,128,AMD
Lenovo,2 in 1 Convertible,8,Windows,1.3,951.2800000000001,1,1,165.6321180513006,2.5,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.2,321.08000000000004,0,0,100.45466986113651,2.2,AMD Processor,0,128,AMD
HP,2 in 1 Convertible,4,Windows,1.63,643.08,1,1,157.3505121487356,2.4,Intel Core i3,0,128,Nvidia
MSI,Gaming,16,Windows,2.4,1190.48,0,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia
Asus,Ultrabook,8,Windows,1.1,1044.2,0,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel
HP,2 in 1 Convertible,8,Other OS,1.4,455.40000000000003,0,1,135.0942111925629,1.1,Other Intel Processor,0,0,Intel
LG,Ultrabook,8,Windows,1.09,2115.08,1,0,141.21199808219862,1.8,Intel Core i7,0,512,Intel
Acer,Gaming,16,Windows,2.5,1195.0800000000002,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia
MSI,Gaming,8,Windows,2.2,918.068,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia
Asus,Notebook,4,Windows,1.86,385.48,0,0,100.45466986113651,1.1,Other Intel Processor,0,128,Intel
Dell,Gaming,16,Windows,3.21,1886.92,0,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia
HP,Notebook,4,Windows,2.5,643.08,1,0,127.33567457123111,2.0,Intel Core i3,0,256,AMD
Lenovo,2 in 1 Convertible,8,Windows,1.19,1379.0800000000002,1,1,165.6321180513006,1.8,Intel Core i7,0,512,Intel
Dell,Gaming,16,Windows,3.49,2588.65,0,0,141.21199808219862,2.9,Intel Core i7,1000,256,Nvidia
HP,Notebook,4,Windows,1.86,563.6012000000001,0,0,100.45466986113651,2.5,Intel Core i5,500,0,AMD
Dell,Notebook,4,Windows,2.2,502.0164,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,AMD
HP,Notebook,6,Windows,2.65,523.48,1,0,127.33567457123111,2.4,AMD Processor,2000,0,AMD
Lenovo,Notebook,4,Windows,2.1,292.56,0,0,100.45466986113651,1.6,Other Intel Processor,500,0,Intel
Acer,Notebook,4,Other OS,1.45,345.0,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel
Lenovo,Notebook,4,Windows,1.7,643.08,0,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel
HP,Workstation,8,Windows,3.14,1755.3508000000002,0,0,127.33567457123111,2.8,Intel Core i7,500,0,Nvidia
Lenovo,2 in 1 Convertible,8,Windows,1.42,2382.8,0,1,209.8006828649808,2.7,Intel Core i7,0,256,Intel
Toshiba,Notebook,8,Windows,1.5,895.1600000000001,1,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel
Acer,Netbook,4,Windows,1.4,247.48000000000002,0,0,135.0942111925629,1.6,Other Intel Processor,0,0,Intel
Lenovo,2 in 1 Convertible,16,Windows,1.38,1609.0800000000002,0,1,157.3505121487356,2.7,Intel Core i7,0,512,Intel
Asus,2 in 1 Convertible,4,Other OS,1.2,615.48,0,1,176.23257360658386,0.9,Other Intel Processor,0,0,Intel
Toshiba,Ultrabook,16,Windows,1.36,1726.8400000000001,0,1,165.6321180513006,2.5,Intel Core i7,0,512,Intel
HP,Notebook,4,Windows,2.1,633.88,1,0,141.21199808219862,2.7,Intel Core i7,500,0,AMD
Dell,Gaming,8,Windows,2.56,753.48,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia
Lenovo,Notebook,4,Windows,2.2,367.08000000000004,0,0,141.21199808219862,2.9,AMD Processor,0,256,AMD
Lenovo,Notebook,8,Windows,2.2,394.68,0,0,100.45466986113651,3.6,AMD Processor,1000,0,AMD
